,Job Title,Company,Location,Salary,Search Term,lower_sal_val,upper_sal_val,mean salary,median_bool,state,60_perc_bool,70_perc_bool,75_perc_bool,90_perc_bool
189,Business Research Analyst,    CI Radar,"Norcross, GA",30000 - 32000,Atlanta,30000,32000,31000.0,False,'GA',False,False,False,False
190,Statistician - Model Validation,        Smith Hanley Associates,"Atlanta, GA",90000 - 120000,Atlanta,90000,120000,105000.0,False,'GA',False,False,False,False
191,Data Scientist - Healthcare,    Harnham,"Atlanta, GA",170000,Atlanta,170000,170000,170000.0,True,'GA',True,True,True,False
192,Data Scientist,    NxT Level,"Seattle, WA",125000 - 160000,Seattle,125000,160000,142500.0,True,'WA',True,True,False,False
193,Software Engineer - Machine Learning,    NxT Level,"Seattle, WA",100000 - 135000,Seattle,100000,135000,117500.0,True,'WA',False,False,False,False
194,Data Engineer/Scientist,    Employment Trust,"Bellevue, WA",100000 - 135000,Seattle,100000,135000,117500.0,True,'WA',False,False,False,False
195,Internet Research Analyst,"    G2 Web Services, LLC","Bellevue, WA 98004 (Downtown area)",35000,Seattle,35000,35000,35000.0,False,'WA',False,False,False,False
196,Environmental Compliance Coordinator,        King County,"Seattle, WA",82326 - 104374,Seattle,82326,104374,93350.0,False,'WA',False,False,False,False
197,Predoctoral Research Fellow,        Seattle Children's Hospital,"Seattle, WA 98101 (Downtown area)",36700 - 55000,Seattle,36700,55000,45850.0,False,'WA',False,False,False,False
198,Certifying Scientist,    Lighthouse Recruiting,"Seattle, WA",65000 - 80000,Seattle,65000,80000,72500.0,False,'WA',False,False,False,False
199,Software Development Engineer (Back End),    Laetus Recruitment,"Seattle, WA",120000 - 150000,Seattle,120000,150000,135000.0,True,'WA',True,False,False,False
200,Associate Analytics Analyst - Liberty Mutual Surety,        Liberty Mutual,"Seattle, WA",58000 - 61000,Seattle,58000,61000,59500.0,False,'WA',False,False,False,False
201,Sr. Global Device Manager,    All-In Analytics,"Seattle, WA",150000 - 175000,Seattle,150000,175000,162500.0,True,'WA',True,True,True,False
202,Senior Research Scientist (Principal Investigator level),    Gibson - An Education Consulting &amp; Research Group,"Austin, TX 78746",110000 - 150000,Austin,110000,150000,130000.0,True,'TX',True,False,False,False
203,Permitting Specialist,    JE Compliance,"Austin, TX 78701 (Downtown area)",40000 - 47000,Austin,40000,47000,43500.0,False,'TX',False,False,False,False
204,Bioinformatics Specialist-Metagenomics/Proteomics,"        Signature Science, LLC","Austin, TX 78759 (Arboretum area)",90000,Austin,90000,90000,90000.0,False,'TX',False,False,False,False
205,Computer Scientist/Software Engineer,"        Signature Science, LLC","Austin, TX 78759 (Arboretum area)",79000,Austin,79000,79000,79000.0,False,'TX',False,False,False,False
206,JavaScript Developer,    Oscar Technology,"Austin, TX",120000,Austin,120000,120000,120000.0,True,'TX',False,False,False,False
207,"Laboratory Supervisor, Microbiology (Days)",    Lighthouse Recruiting,"Austin, TX",80000 - 100000,Austin,80000,100000,90000.0,False,'TX',False,False,False,False
208,Full Stack JavaScript Developer - MEAN stack,,"Austin, TX 78701 (Downtown area)",80000 - 120000,Austin,80000,120000,100000.0,False,'TX',False,False,False,False
209,Post Doctoral Scholar,        Oregon Health &amp; Science University,"Portland, OR",47484,Portland,47484,47484,47484.0,False,'OR',False,False,False,False
210,Director Data Science,        WSI Nationwide,"Portland, OR",160000 - 180000,Portland,160000,180000,170000.0,True,'OR',True,True,True,False
211,Corporate Account Manager,    Acumen Executive Search,"Beaverton, OR 97006 (Triple Creek area)",100000,Portland,100000,100000,100000.0,False,'OR',False,False,False,False
212,Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing","Portland, OR",100000 - 130000,Portland,100000,130000,115000.0,True,'OR',False,False,False,False
213,"Data Scientist - Machine Learning, NLP",        WSI Nationwide,"Portland, OR",120000 - 165000,Portland,120000,165000,142500.0,True,'OR',True,True,False,False
214,Data Scientist,        Central Intelligence Agency,"Washington, DC",62338 - 119794,"Washington, DC",62338,119794,91066.0,False,'DC',False,False,False,False
215,Data Scientist,        Workbridge Associates,"Washington, DC",100000 - 150000,"Washington, DC",100000,150000,125000.0,True,'DC',False,False,False,False
216,Data &amp; Research Analyst,    The Council,"Washington, DC",80000 - 85000,"Washington, DC",80000,85000,82500.0,False,'DC',False,False,False,False
217,Statistical Analyst,    MbSolutions Inc,"Arlington, VA",80000,"Washington, DC",80000,80000,80000.0,False,'VA',False,False,False,False
218,Research Analyst,    American Society for Engineering Education (ASEE),"Washington, DC 20036 (Downtown area)",50000,"Washington, DC",50000,50000,50000.0,False,'DC',False,False,False,False
219,NETWORK OPERATIONS RESEARCH ANALYST EAS,        United States Postal Service,"Washington, DC",66829 - 110664,"Washington, DC",66829,110664,88746.5,False,'DC',False,False,False,False
220,Senior Data Scientist,    ZP Group,"Reston, VA 20190",180000 - 200000,"Washington, DC",180000,200000,190000.0,True,'VA',True,True,True,True
221,Analytic Methodologist,        Central Intelligence Agency,"Washington, DC",53088 - 92814,"Washington, DC",53088,92814,72951.0,False,'DC',False,False,False,False
222,Post-Doctoral Scientist,        University of Maryland,"College Park, MD",40000 - 45000,"Washington, DC",40000,45000,42500.0,False,'MD',False,False,False,False
223,Machine Learning Data Engineer,        Jobspring Partners,"Washington, DC",100000 - 150000,"Washington, DC",100000,150000,125000.0,True,'DC',False,False,False,False
224,"2017-04-01 Software Engineer Earning $196,000",    EMF Industries,"McLean, VA",196000,"Washington, DC",196000,196000,196000.0,True,'VA',True,True,True,True
225,Front End Developer,    FlashX,"Silver Spring, MD",75000 - 105000,"Washington, DC",75000,105000,90000.0,False,'MD',False,False,False,False
226,"Senior Software Engineer (Data Engineer, IoT)",        Jobspring Partners,"Washington, DC",110000 - 160000,"Washington, DC",110000,160000,135000.0,True,'DC',True,False,False,False
227,Business Development/ Market Research Analyst,    Eyebrow Express,"Alexandria, VA 22314 (Southwest Quadrant area)",43200,"Washington, DC",43200,43200,43200.0,False,'VA',False,False,False,False
228,Research Associate Level I (Process Development Dpt.),"    ProMetic BioTherapeutics, Inc. (PBT)","Rockville, MD",46000,"Washington, DC",46000,46000,46000.0,False,'MD',False,False,False,False
229,Machine Learning Data Engineer (Manager),        Jobspring Partners,"Washington, DC",120000 - 160000,"Washington, DC",120000,160000,140000.0,True,'DC',True,False,False,False
230,Apps Developer,        Central Intelligence Agency,"Washington, DC",58638 - 123234,"Washington, DC",58638,123234,90936.0,False,'DC',False,False,False,False
231,Senior Credit Risk Transfer Research Analyst,    KVR Consultant,"Alexandria, VA",135000,"Washington, DC",135000,135000,135000.0,True,'VA',True,False,False,False
232,Front End Engineer,        Workbridge Associates,"Arlington, VA 22201 (Lyon Village area)",140000,"Washington, DC",140000,140000,140000.0,True,'VA',True,False,False,False
233,Research Assistant,"    Sirnaomics,Inc","Gaithersburg, MD 20879",28000 - 35000,"Washington, DC",28000,35000,31500.0,False,'MD',False,False,False,False
234,Principal Environmental Engineer,        WSSC,"Laurel, MD 20707",74399 - 113574,"Washington, DC",74399,113574,93986.5,False,'MD',False,False,False,False
235,JAVA Software Developer,"    Information Technology Coalition, Inc.","Greenbelt, MD",85000,"Washington, DC",85000,85000,85000.0,False,'MD',False,False,False,False
236,OPIR Scientist - Laser Specialist 1,    TULKORP.,"Alexandria, VA",97000,"Washington, DC",97000,97000,97000.0,False,'VA',False,False,False,False
237,Senior Systems Administrator,    Impact Research,"Columbia, MD 21044",75000 - 110000,"Washington, DC",75000,110000,92500.0,False,'MD',False,False,False,False
238,Data Scientist,        Oliver James Associates,"New York, NY",160000,New York,160000,160000,160000.0,True,'NY',True,True,True,False
239,Statistical Marketing Analyst,    DBD Staffing,"Pittsburgh, PA",45000 - 70000,Pittsburgh,45000,70000,57500.0,False,'PA',False,False,False,False
240,Research Data Analyst,        Johns Hopkins University,"Baltimore, MD",43011 - 59217,Baltimore,43011,59217,51114.0,False,'MD',False,False,False,False
241,Research Analyst,        University of Baltimore,"Baltimore, MD 21201 (Downtown area)",41400 - 55700,Baltimore,41400,55700,48550.0,False,'MD',False,False,False,False
242,Sr. Research Data Analyst,        Johns Hopkins University,"Baltimore, MD",49957 - 68721,Baltimore,49957,68721,59339.0,False,'MD',False,False,False,False
243,Research Analyst,        Howard Community College,"Columbia, MD",46332,Baltimore,46332,46332,46332.0,False,'MD',False,False,False,False
244,Sr. Research Program Coordinator,        Johns Hopkins University,"Baltimore, MD",37040 - 50932,Baltimore,37040,50932,43986.0,False,'MD',False,False,False,False
245,"Sr Data Scientist (Hadoop) - Duluth, Georgia","    Horn Solutions, Inc.","Houston, TX",105000,Houston,105000,105000,105000.0,False,'TX',False,False,False,False
246,Postdoctoral Fellow Bioinformatics,        Texas A&amp;M University,"Houston, TX 77058 (Pasadena area)",65000,Houston,65000,65000,65000.0,False,'TX',False,False,False,False
247,Data Visualization Research Specialist,    Northeastern University - Network Science Institut...,"Boston, MA",50000,Boston,50000,50000,50000.0,False,'MA',False,False,False,False
248,Data Scientist,        Darwin Recruitment,"Boston, MA",100000 - 140000,Boston,100000,140000,120000.0,True,'MA',False,False,False,False
249,Technical Data Analyst,    Sharp Action LLC,"Somerville, MA",60000 - 85000,Boston,60000,85000,72500.0,False,'MA',False,False,False,False
250,"Senior Analyst, Advanced Analytics",        Liberty Mutual,"Boston, MA",73300 - 114900,Boston,73300,114900,94100.0,False,'MA',False,False,False,False
251,Machine Learning Engineer,        Darwin Recruitment,"Boston, MA",150000 - 200000,Boston,150000,200000,175000.0,True,'MA',True,True,True,False
252,"Analyst/Senior Analyst, Advanced Analytics",        Liberty Mutual,"Boston, MA",73300 - 114900,Boston,73300,114900,94100.0,False,'MA',False,False,False,False
253,Sr. Quantitative Analyst,        Huxley Associates,"Boston, MA",200000,Boston,200000,200000,200000.0,True,'MA',True,True,True,True
254,Machine Learning Engineer,        Jobspring Partners,"Boston, MA 02116 (South End area)",130000 - 165000,Boston,130000,165000,147500.0,True,'MA',True,True,False,False
255,"Scientific Director, Oncology/ RNA Diagnostics",    TEC Group International,"Cambridge, MA",150000 - 200000,Boston,150000,200000,175000.0,True,'MA',True,True,True,False
256,Senior Machine Learning Engineer,        Darwin Recruitment,"Boston, MA",150000 - 200000,Boston,150000,200000,175000.0,True,'MA',True,True,True,False
257,Sr. Data Architect,    All-In Analytics,"Boston, MA",180000 - 200000,Boston,180000,200000,190000.0,True,'MA',True,True,True,True
258,Research Analyst,"    Asset Recovery Advisors, Inc.","Newton, MA",30000 - 35000,Boston,30000,35000,32500.0,False,'MA',False,False,False,False
259,Research Analyst III,        Commonwealth of Massachusetts,"Boston, MA",55017 - 78763,Boston,55017,78763,66890.0,False,'MA',False,False,False,False
260,Logistics Technician,        Abcam,"Cambridge, MA 02139 (Area IV area)",38500,Boston,38500,38500,38500.0,False,"'MA', 'IV'",False,False,False,False
261,"Software Engineers (Scala / Java / Python, Hadoop, Machine L...",        WinterWyman,"Boston, MA 02114 (Back Bay-Beacon Hill area)",120000,Boston,120000,120000,120000.0,True,'MA',False,False,False,False
262,Entry Level Analytical Chemist,"    480 Biomedical, Inc.","Watertown, MA 02472",50000,Boston,50000,50000,50000.0,False,'MA',False,False,False,False
263,E-mail Marketing Rockstar - Manager,    IntelyCare,"Quincy, MA",60000 - 80000,Boston,60000,80000,70000.0,False,'MA',False,False,False,False
264,Clinical Laboratory Surveyor,        Commonwealth of Massachusetts,"Boston, MA",60096 - 87045,Boston,60096,87045,73570.5,False,'MA',False,False,False,False
265,Market Research Analyst,    AP Staffing,"Boston, MA",34000 - 38000,Boston,34000,38000,36000.0,False,'MA',False,False,False,False
266,SQL*Server Database Developer,"    Horizons Recruitment, Inc.","Boston, MA",120000 - 170000,Boston,120000,170000,145000.0,True,'MA',True,True,False,False
267,Biostatisticians / Boston / Precision Medicine,    Invenia Resourcing,"Boston, MA",120000,Boston,120000,120000,120000.0,True,'MA',False,False,False,False
268,Software Development Engineer,        WDS Global Partners LLC,"Boston, MA",130000 - 160000,Boston,130000,160000,145000.0,True,'MA',True,True,False,False
269,Research Analyst - fintech startup,    Bison,"Boston, MA",45000,Boston,45000,45000,45000.0,False,'MA',False,False,False,False
270,Quantitative Data Scientist,        Huxley Associates,"Boston, MA",175000,Boston,175000,175000,175000.0,True,'MA',True,True,True,False
271,Quantitative Analyst or Manager Decision Sciences,        Analytic Recruiting,"Boston, MA",90000 - 130000,Boston,90000,130000,110000.0,True,'MA',False,False,False,False
272,Laboratory Technician I - Forensic Biology,        Commonwealth of Massachusetts,"Maynard, MA",36381 - 48462,Boston,36381,48462,42421.5,False,'MA',False,False,False,False
273,"Analytics Manager | PhD or MS - Computer Science, AI, Machin...",    TEEMA Solutions Group,"Newton, MA",120000 - 145000,Boston,120000,145000,132500.0,True,'MA',True,False,False,False
274,"Lead Data Scientist (Tableau, RShiny, D3)",        Workbridge Associates,"Chicago, IL",130000,Chicago,130000,130000,130000.0,True,'IL',True,False,False,False
275,Quantitative Risk Analyst,    Huxley Banking &amp; Financial Services,"Chicago, IL",90000,Chicago,90000,90000,90000.0,False,'IL',False,False,False,False
276,Lead Data Scientist (Data Visualization),        Workbridge Associates,"Chicago, IL",110000 - 135000,Chicago,110000,135000,122500.0,True,'IL',False,False,False,False
277,Environmental Soil Scientist,        Metropolitan Water Reclamation District of Greater...,"Chicago, IL",76035 - 115830,Chicago,76035,115830,95932.5,False,'IL',False,False,False,False
278,Data Scientist (Machine Learning),        Workbridge Associates,"Chicago, IL",130000,Chicago,130000,130000,130000.0,True,'IL',True,False,False,False
279,Senior Safety Scientist,    Das Consulting,"San Francisco, CA",225000,San Francisco,225000,225000,225000.0,True,'CA',True,True,True,True
280,Research Data Analyst 2,        University of California Berkeley,"Berkeley, CA",52000,San Francisco,52000,52000,52000.0,False,'CA',False,False,False,False
281,Analytics Manager (Machine Learning),"    Kennedy Unlimited Inc, Professional Staffing","San Francisco, CA",120000 - 150000,San Francisco,120000,150000,135000.0,True,'CA',True,False,False,False
282,Senior Research Engineer (Machine Learning),        Workbridge Associates,"San Francisco, CA",130000 - 170000,San Francisco,130000,170000,150000.0,True,'CA',True,True,True,False
283,Lead Data Scientist - Engagement &amp; Growth,    Harnham,"San Francisco, CA",220000,San Francisco,220000,220000,220000.0,True,'CA',True,True,True,True
284,Director of Data Science,    Harnham,"San Francisco, CA",230000,San Francisco,230000,230000,230000.0,True,'CA',True,True,True,True
285,Algorithm Software Sequencing Scientist,    PLE,"San Francisco Bay Area, CA",120000 - 150000,San Francisco,120000,150000,135000.0,True,'CA',True,False,False,False
286,Lecturer - Sutardja Center for Entrepreneurship &amp; Technology,        University of California Berkeley,"Berkeley, CA",58945 - 158270,San Francisco,58945,158270,108607.5,False,'CA',False,False,False,False
287,Senior DevOps Engineer,        LT,"San Francisco Bay Area, CA",190000,San Francisco,190000,190000,190000.0,True,'CA',True,True,True,True
288,HEOR RWE SAS Programmer / Analyst,        Barrington James,"New York, NY 10005 (Financial District area)",110000,New York,110000,110000,110000.0,True,'NY',False,False,False,False
289,"Project Associate, EQUAL",    NYU Global TIES for Children,"New York, NY",52000,New York,52000,52000,52000.0,False,'NY',False,False,False,False
290,Frontend Engineer,    605,"New York, NY",95000 - 130000,New York,95000,130000,112500.0,True,'NY',False,False,False,False
291,"Environmental Analyst, Bureau of Environmental Surveillance...",        DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",70286 - 87295,New York,70286,87295,78790.5,False,'NY',False,False,False,False
292,Lead Data Scientist,    Averity,"New York, NY",120000 - 140000,New York,120000,140000,130000.0,True,'NY',True,False,False,False
293,Senior Data Scientist ( FinTech / Fraud / Python / R / Machi...,    Venturi Ltd,"New York, NY",100000 - 135000,New York,100000,135000,117500.0,True,'NY',False,False,False,False
294,Environmental Protection Project Manager,    DEPT OF PARKS &amp; RECREATION,"Manhattan, NY",70286 - 81000,New York,70286,81000,75643.0,False,'NY',False,False,False,False
295,NLP Scientist-R&amp;D,        WSI Nationwide,"New York, NY",100000 - 180000,New York,100000,180000,140000.0,True,'NY',True,False,False,False
296,"Data Manager – Researcher, Bureau of Children, Youth &amp; Famil...",        DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY",70286 - 80829,New York,70286,80829,75557.5,False,'NY',False,False,False,False
297,City Research Scientist,    DEPT OF ENVIRONMENT PROTECTION,"New York, NY",70286 - 88213,New York,70286,88213,79249.5,False,'NY',False,False,False,False
298,"Panel Maintenance Analyst, World Trade Center Health Registr...",        DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",59708 - 72246,New York,59708,72246,65977.0,False,'NY',False,False,False,False
299,Quantitative Analyst for Global Quant Fund,    Averity,"New York, NY",150000 - 300000,New York,150000,300000,225000.0,True,'NY',True,True,True,True
300,Field Scientist,        Miller Advertising,"New York, NY",59000 - 65000,New York,59000,65000,62000.0,False,'NY',False,False,False,False
301,"Quantitative Business Analyst, AVP - NYC",        Huxley Associates,"New York, NY 10020 (Midtown area)",135000,New York,135000,135000,135000.0,True,'NY',True,False,False,False
302,Business Intelligence Engineer,    Broker Genius,"Valley Stream, NY",60000,New York,60000,60000,60000.0,False,'NY',False,False,False,False
303,"Data Analyst, World Trade Center Health Registry",        DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",70286 - 88213,New York,70286,88213,79249.5,False,'NY',False,False,False,False
304,Analytics Manager,        Smith Hanley Associates,"Paramus, NJ",130000 - 150000,New York,130000,150000,140000.0,True,'NJ',True,False,False,False
305,Innovative Ad-Tech Company Seeks a Senior Fullstack Javascri...,        Jobspring Partners,"New York, NY 10010 (Gramercy area)",145000,New York,145000,145000,145000.0,True,'NY',True,True,False,False
306,"Research Scientist for Data Integrity, World Trade Center He...",        DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",78630 - 97200,New York,78630,97200,87915.0,False,'NY',False,False,False,False
307,Data Scientist,        Jobspring Partners,"Philadelphia, PA 19102 (City Center West area)",160000,Philadelphia,160000,160000,160000.0,True,'PA',True,True,True,False
308,Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge...,    Averity,"Philadelphia, PA",200000 - 300000,Philadelphia,200000,300000,250000.0,True,'PA',True,True,True,True
309,Scientist,    HumanEdge,"Cherry Hill, NJ",85000 - 110000,Philadelphia,85000,110000,97500.0,False,'NJ',False,False,False,False
310,Angular Software Developer,        Jobspring Partners,"Horsham, PA 19044",100000,Philadelphia,100000,100000,100000.0,False,'PA',False,False,False,False
311,Data Scientist (Consumer Loans),    Lendmart,"Los Angeles, CA 90036",55000,Los Angeles,55000,55000,55000.0,False,'CA',False,False,False,False
312,Research Scientist,        Arete Associates,"Northridge, CA 91324",100000 - 109000,Los Angeles,100000,109000,104500.0,False,'CA',False,False,False,False
313,"Sr. Data Scientist Needed for Top LA Start-Up, Huge Opportun...",    ConSol Partners,"Los Angeles, CA",160000,Los Angeles,160000,160000,160000.0,True,'CA',True,True,True,False
314,"Market Research Analyst, Automotive Electronics",    Parallel Partners,"Torrance, CA",60000 - 75000,Los Angeles,60000,75000,67500.0,False,'CA',False,False,False,False
315,Lead Android Developer,        LT,"Los Angeles, CA",200000,Los Angeles,200000,200000,200000.0,True,'CA',True,True,True,True
316,Ad Operations Manager,        LT,"Los Angeles, CA",85000 - 90000,Los Angeles,85000,90000,87500.0,False,'CA',False,False,False,False
317,Biostatistician,        Johns Hopkins University,"Baltimore, MD",49957 - 68721,Baltimore,49957,68721,59339.0,False,'MD',False,False,False,False
318,BI Analyst / Data Scientist,    WHO... a staffing company,"Baltimore, MD 21201 (Downtown area)",100000 - 130000,Baltimore,100000,130000,115000.0,True,'MD',False,False,False,False
319,Financial Manager,        Johns Hopkins University,"Baltimore, MD",65798 - 90411,Baltimore,65798,90411,78104.5,False,'MD',False,False,False,False
320,Sr. Institutional Research Analyst,        Johns Hopkins University,"Baltimore, MD",49957 - 68721,Baltimore,49957,68721,59339.0,False,'MD',False,False,False,False
321,Senior Systems Administrator,    Impact Research,"Columbia, MD 21044",75000 - 110000,Baltimore,75000,110000,92500.0,False,'MD',False,False,False,False
322,Principal Environmental Engineer,        WSSC,"Laurel, MD 20707",74399 - 113574,Baltimore,74399,113574,93986.5,False,'MD',False,False,False,False
323,Pediatric Research Nurse,        Johns Hopkins University,"Baltimore, MD",57999 - 79809,Baltimore,57999,79809,68904.0,False,'MD',False,False,False,False
324,PeopleSoft Developer with TS/SCI FSP Required,    Fawkes IDM,"Fort Meade, MD",100000 - 130000,Baltimore,100000,130000,115000.0,True,'MD',False,False,False,False
325,Research Laboratory Technician,    University of Miami,"Coral Gables, FL",27400 - 49400,Miami,27400,49400,38400.0,False,'FL',False,False,False,False
326,Data Scientist - Supply Chain,        Analytic Recruiting,"Atlanta, GA",70000 - 145000,Atlanta,70000,145000,107500.0,False,'GA',False,False,False,False
327,Real Estate Research Analyst,    Jumpvine,"Roswell, GA",55000,Atlanta,55000,55000,55000.0,False,'GA',False,False,False,False
328,Business Intelligence Scientist,    All-In Analytics,"Seattle, WA",100000 - 150000,Seattle,100000,150000,125000.0,True,'WA',False,False,False,False
329,Software Development Engineer (Back End) (Local candidates o...,    Laetus Recruitment,"Seattle, WA",120000 - 150000,Seattle,120000,150000,135000.0,True,'WA',True,False,False,False
330,Bioinformatics Analyst,    Lighthouse Recruiting,"Seattle, WA",80000 - 90000,Seattle,80000,90000,85000.0,False,'WA',False,False,False,False
331,Variant Scientist (Remote),    Lighthouse Recruiting,"Seattle, WA",90000 - 100000,Seattle,90000,100000,95000.0,False,'WA',False,False,False,False
332,Research Scientist,    Senseye,"Austin, TX",75000 - 90000,Austin,75000,90000,82500.0,False,'TX',False,False,False,False
333,Postdoctoral Fellow,        Oregon Health &amp; Science University,"Portland, OR",43692,Portland,43692,43692,43692.0,False,'OR',False,False,False,False
334,Senior Research &amp; Policy Analyst,    Population Action International (PAI),"Washington, DC",65000 - 80000,"Washington, DC",65000,80000,72500.0,False,'DC',False,False,False,False
335,Senior Product Manager,    Catalist,"Washington, DC",70000 - 100000,"Washington, DC",70000,100000,85000.0,False,'DC',False,False,False,False
336,Research Development Engineer/Scientist,    TULK llc,"Alexandria, VA",160000,"Washington, DC",160000,160000,160000.0,True,'VA',True,True,True,False
337,Research Analyst - Law Firm,    Fawkes IDM,"Washington, DC",70000 - 80000,"Washington, DC",70000,80000,75000.0,False,'DC',False,False,False,False
338,Data Scientist (Math background),        Jobspring Partners,"Washington, DC",150000 - 250000,"Washington, DC",150000,250000,200000.0,True,'DC',True,True,True,True
339,Big Data/IoT Software Engineer,        Jobspring Partners,"Washington, DC",100000 - 160000,"Washington, DC",100000,160000,130000.0,True,'DC',True,False,False,False
340,Data Scientist,        Workbridge Associates,"Washington, DC",100000 - 150000,"Bethesda, MD",100000,150000,125000.0,True,'DC',False,False,False,False
341,Data Scientist,"    Gunther Douglas, Inc.","Washington, DC",110000 - 140000,"Bethesda, MD",110000,140000,125000.0,True,'DC',False,False,False,False
342,Data &amp; Research Analyst,    The Council,"Washington, DC",80000 - 85000,"Bethesda, MD",80000,85000,82500.0,False,'DC',False,False,False,False
343,Senior Research &amp; Policy Analyst,    Population Action International (PAI),"Washington, DC",65000 - 80000,"Bethesda, MD",65000,80000,72500.0,False,'DC',False,False,False,False
344,Research Analyst,        Howard Community College,"Columbia, MD",46332,"Bethesda, MD",46332,46332,46332.0,False,'MD',False,False,False,False
345,Software Engineer,    FlashX,"Silver Spring, MD",80000 - 120000,"Bethesda, MD",80000,120000,100000.0,False,'MD',False,False,False,False
346,Senior Data Scientist,    ZP Group,"Reston, VA 20190",180000 - 200000,"Bethesda, MD",180000,200000,190000.0,True,'VA',True,True,True,True
347,Senior Product Manager,    Catalist,"Washington, DC",70000 - 100000,"Bethesda, MD",70000,100000,85000.0,False,'DC',False,False,False,False
348,Credit Risk Transfer Research Analyst,    iiTS,"Washington, DC 20005 (Logan Circle area)",140000,"Bethesda, MD",140000,140000,140000.0,True,'DC',True,False,False,False
349,Front End Developer,    FlashX,"Silver Spring, MD",75000 - 105000,"Bethesda, MD",75000,105000,90000.0,False,'MD',False,False,False,False
350,Machine Learning Data Engineer,        Jobspring Partners,"Washington, DC",100000 - 150000,"Bethesda, MD",100000,150000,125000.0,True,'DC',False,False,False,False
351,SVP Big Data and Analytics,    Harnham,"Washington, DC",250000,"Bethesda, MD",250000,250000,250000.0,True,'DC',True,True,True,True
352,Research Analyst - Law Firm,    Fawkes IDM,"Washington, DC",70000 - 80000,"Bethesda, MD",70000,80000,75000.0,False,'DC',False,False,False,False
353,Data Scientist (Math background),        Jobspring Partners,"Washington, DC",150000 - 250000,"Bethesda, MD",150000,250000,200000.0,True,'DC',True,True,True,True
354,Big Data/IoT Software Engineer,        Jobspring Partners,"Washington, DC",100000 - 160000,"Bethesda, MD",100000,160000,130000.0,True,'DC',True,False,False,False
355,Research Assistant,"    Sirnaomics,Inc","Gaithersburg, MD 20879",28000 - 35000,"Bethesda, MD",28000,35000,31500.0,False,'MD',False,False,False,False
356,Senior Systems Administrator,    Impact Research,"Columbia, MD 21044",75000 - 110000,"Bethesda, MD",75000,110000,92500.0,False,'MD',False,False,False,False
357,Machine Learning Data Engineer (Manager),        Jobspring Partners,"Washington, DC",120000 - 160000,"Bethesda, MD",120000,160000,140000.0,True,'DC',True,False,False,False
358,VP of Advanced Analytics,    Harnham,"Washington, DC",250000,"Bethesda, MD",250000,250000,250000.0,True,'DC',True,True,True,True
359,Apps Developer,        Central Intelligence Agency,"Washington, DC",58638 - 123234,"Bethesda, MD",58638,123234,90936.0,False,'DC',False,False,False,False
360,Senior Credit Risk Transfer Research Analyst,    KVR Consultant,"Alexandria, VA",135000,"Bethesda, MD",135000,135000,135000.0,True,'VA',True,False,False,False
361,Data Scientist,    ZP Group,"Raleigh, NC 27607 (Northwest area)",90000 - 120000,"Morrisville, NC",90000,120000,105000.0,False,'NC',False,False,False,False
362,Data Analyst,    ZP Group,"Raleigh, NC 27617 (Central area)",90000 - 120000,"Morrisville, NC",90000,120000,105000.0,False,'NC',False,False,False,False
363,Research Specialist,        University of North Carolina,"Chapel Hill, NC 27517",39469 - 48240,"Morrisville, NC",39469,48240,43854.5,False,'NC',False,False,False,False
364,"Analyst, Prospect Research",        University of North Carolina,"Chapel Hill, NC 27517",33660 - 40000,"Morrisville, NC",33660,40000,36830.0,False,'NC',False,False,False,False
365,Data Scientist / Machine Learning,    ZP Group,"Durham, NC",105000 - 130000,"Morrisville, NC",105000,130000,117500.0,True,'NC',False,False,False,False
366,Research Technician,        University of North Carolina,"Chapel Hill, NC 27517",32459 - 44832,"Morrisville, NC",32459,44832,38645.5,False,'NC',False,False,False,False
367,Social/Clinical Research Associate,        North Carolina State University,"Raleigh, NC",30206 - 58006,"Morrisville, NC",30206,58006,44106.0,False,'NC',False,False,False,False
368,Research Technician_Dohlman Lab,        University of North Carolina,"Chapel Hill, NC 27517",31392 - 44832,"Morrisville, NC",31392,44832,38112.0,False,'NC',False,False,False,False
369,Accounting Technician,        University of North Carolina,"Chapel Hill, NC 27517",25900 - 38646,"Morrisville, NC",25900,38646,32273.0,False,'NC',False,False,False,False
370,Research Technician_Calabrese Lab,        University of North Carolina,"Chapel Hill, NC 27517",31492 - 44832,"Morrisville, NC",31492,44832,38162.0,False,'NC',False,False,False,False
371,Data Scientist,    Keyo,"Palo Alto, CA",120000 - 200000,"Palo Alto, CA",120000,200000,160000.0,True,'CA',True,True,True,False
372,Data Scientist,        Jobspring Partners,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",175000,"Palo Alto, CA",175000,175000,175000.0,True,'CA',True,True,True,False
373,Data Scientist,    ITStaff Technical Resources,"Santa Clara, CA",85000 - 120000,"Palo Alto, CA",85000,120000,102500.0,False,'CA',False,False,False,False
